,currentTF,targetGene,info,sources,numSources,region,TFEntrezId,targetGeneEntrezId,CombinedEntrezName,chromosome,start,end,regulatoryRegion,new_start,new_end,tfAndChrom,targetGeneModule,entrezID,bodyRegion,disease,targetGeneSimplePositivePhenotypes,targetGeneMoreInfoPosPhenotypes,numOfPositivePhenotypesVec,powerUsed,targetGeneModuleSimplePosPhenotypes,moreInfoOnModulePosPhenotypes
10,SPI1,ECHDC3,GENIE3 (Rank: 4548; Weight: 0.0132) || TReNA Ensemble Solver: (pearsonCoeff: -0.104; rfScore: 0.439; betaRidge: -0.022; spearmanCoeff: -0.089; xgboost: 0.004),Genie3 || TReNa,2,MiniFinalDemo_LTL1,6688,79746,6688 || 79746,chr10,11795881,11803116,enhancer,11785881.0,11813116.0,chr10_6688,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
11,SPI1,ECHDC3,GENIE3 (Rank: 4548; Weight: 0.0132) || TReNA Ensemble Solver: (pearsonCoeff: -0.104; rfScore: 0.439; betaRidge: -0.022; spearmanCoeff: -0.089; xgboost: 0.004),Genie3 || TReNa,2,MiniFinalDemo_LTL1,6688,79746,6688 || 79746,chr10,11735076,11735769,enhancer,11725076.0,11745769.0,chr10_6688,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
12,SPI1,ECHDC3,GENIE3 (Rank: 4548; Weight: 0.0132) || TReNA Ensemble Solver: (pearsonCoeff: -0.104; rfScore: 0.439; betaRidge: -0.022; spearmanCoeff: -0.089; xgboost: 0.004),Genie3 || TReNa,2,MiniFinalDemo_LTL1,6688,79746,6688 || 79746,chr10,11760983,11762911,enhancer,11750983.0,11772911.0,chr10_6688,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
13,TGIF1,ECHDC3,GENIE3 (Rank: 148; Weight: 0.0793) || TReNA Ensemble Solver: (pearsonCoeff: 0.439; rfScore: 1.57; betaRidge: 0.09; spearmanCoeff: 0.5; xgboost: 0.229),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7050,79746,7050 || 79746,chr10,11795881,11803116,enhancer,11785881.0,11813116.0,chr10_7050,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
14,TGIF1,ECHDC3,GENIE3 (Rank: 148; Weight: 0.0793) || TReNA Ensemble Solver: (pearsonCoeff: 0.439; rfScore: 1.57; betaRidge: 0.09; spearmanCoeff: 0.5; xgboost: 0.229),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7050,79746,7050 || 79746,chr10,11735076,11735769,enhancer,11725076.0,11745769.0,chr10_7050,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
15,TGIF1,ECHDC3,GENIE3 (Rank: 148; Weight: 0.0793) || TReNA Ensemble Solver: (pearsonCoeff: 0.439; rfScore: 1.57; betaRidge: 0.09; spearmanCoeff: 0.5; xgboost: 0.229),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7050,79746,7050 || 79746,chr10,11760983,11762911,enhancer,11750983.0,11772911.0,chr10_7050,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
16,RELB,ECHDC3,GENIE3 (Rank: 466; Weight: 0.057) || TReNA Ensemble Solver: (pearsonCoeff: 0.374; rfScore: 1.239; betaRidge: 0.072; spearmanCoeff: 0.378; xgboost: 0.254),Genie3 || TReNa,2,MiniFinalDemo_LTL1,5971,79746,5971 || 79746,chr10,11746250,11747582,enhancer,11736250.0,11757582.0,chr10_5971,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
17,GLIS3,ECHDC3,GENIE3 (Rank: 2230; Weight: 0.0241) || TReNA Ensemble Solver: (pearsonCoeff: 0.337; rfScore: 0.498; betaRidge: 0.056; spearmanCoeff: 0.273; xgboost: 0.026),Genie3 || TReNa,2,MiniFinalDemo_LTL1,169792,79746,169792 || 79746,chr10,11764019,11765148,enhancer,11754019.0,11775148.0,chr10_169792,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
18,GLIS3,ECHDC3,GENIE3 (Rank: 2230; Weight: 0.0241) || TReNA Ensemble Solver: (pearsonCoeff: 0.337; rfScore: 0.498; betaRidge: 0.056; spearmanCoeff: 0.273; xgboost: 0.026),Genie3 || TReNa,2,MiniFinalDemo_LTL1,169792,79746,169792 || 79746,chr10,11753984,11758306,enhancer,11743984.0,11768306.0,chr10_169792,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
19,GLIS3,ECHDC3,GENIE3 (Rank: 2230; Weight: 0.0241) || TReNA Ensemble Solver: (pearsonCoeff: 0.337; rfScore: 0.498; betaRidge: 0.056; spearmanCoeff: 0.273; xgboost: 0.026),Genie3 || TReNa,2,MiniFinalDemo_LTL1,169792,79746,169792 || 79746,chr10,11722283,11732140,enhancer,11712283.0,11742140.0,chr10_169792,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
20,GLIS3,ECHDC3,GENIE3 (Rank: 2230; Weight: 0.0241) || TReNA Ensemble Solver: (pearsonCoeff: 0.337; rfScore: 0.498; betaRidge: 0.056; spearmanCoeff: 0.273; xgboost: 0.026),Genie3 || TReNa,2,MiniFinalDemo_LTL1,169792,79746,169792 || 79746,chr10,11795881,11803116,enhancer,11785881.0,11813116.0,chr10_169792,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
21,GLIS3,ECHDC3,GENIE3 (Rank: 2230; Weight: 0.0241) || TReNA Ensemble Solver: (pearsonCoeff: 0.337; rfScore: 0.498; betaRidge: 0.056; spearmanCoeff: 0.273; xgboost: 0.026),Genie3 || TReNa,2,MiniFinalDemo_LTL1,169792,79746,169792 || 79746,chr10,11766281,11769751,enhancer,11756281.0,11779751.0,chr10_169792,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
22,ZSCAN4,ECHDC3,GENIE3 (Rank: 2493; Weight: 0.022) || TReNA Ensemble Solver: (pearsonCoeff: -0.263; rfScore: 0.344; betaRidge: -0.051; spearmanCoeff: -0.317; xgboost: 0.04),Genie3 || TReNa,2,MiniFinalDemo_LTL1,201516,79746,201516 || 79746,chr10,11779356,11784555,promoter,11777356.0,11786555.0,chr10_201516,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
23,ZSCAN4,ECHDC3,GENIE3 (Rank: 2493; Weight: 0.022) || TReNA Ensemble Solver: (pearsonCoeff: -0.263; rfScore: 0.344; betaRidge: -0.051; spearmanCoeff: -0.317; xgboost: 0.04),Genie3 || TReNa,2,MiniFinalDemo_LTL1,201516,79746,201516 || 79746,chr10,11764019,11765148,enhancer,11754019.0,11775148.0,chr10_201516,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
24,ZSCAN4,ECHDC3,GENIE3 (Rank: 2493; Weight: 0.022) || TReNA Ensemble Solver: (pearsonCoeff: -0.263; rfScore: 0.344; betaRidge: -0.051; spearmanCoeff: -0.317; xgboost: 0.04),Genie3 || TReNa,2,MiniFinalDemo_LTL1,201516,79746,201516 || 79746,chr10,11722283,11732140,enhancer,11712283.0,11742140.0,chr10_201516,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
25,ZSCAN4,ECHDC3,GENIE3 (Rank: 2493; Weight: 0.022) || TReNA Ensemble Solver: (pearsonCoeff: -0.263; rfScore: 0.344; betaRidge: -0.051; spearmanCoeff: -0.317; xgboost: 0.04),Genie3 || TReNa,2,MiniFinalDemo_LTL1,201516,79746,201516 || 79746,chr10,11795881,11803116,enhancer,11785881.0,11813116.0,chr10_201516,grey,79746,MiniFinalDemo_LTL1,AlzheimersDisease,liverRelatedDeath,liverRelatedDeath (r = 0.392),1.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
26,MAFK,CCDC83,GENIE3 (Rank: 6431; Weight: 0.0095) || TReNA Ensemble Solver: (pearsonCoeff: 0.047; rfScore: 0.429; betaRidge: 0.01; spearmanCoeff: 0.055; xgboost: 0.145),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,220047,7975 || 220047,chr11,85652184,85662967,enhancer,85642184.0,85672967.0,chr11_7975,grey,220047,MiniFinalDemo_LTL1,AlzheimersDisease,,,,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
27,MAFK,CCDC83,GENIE3 (Rank: 6431; Weight: 0.0095) || TReNA Ensemble Solver: (pearsonCoeff: 0.047; rfScore: 0.429; betaRidge: 0.01; spearmanCoeff: 0.055; xgboost: 0.145),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,220047,7975 || 220047,chr11,85664548,85667893,enhancer,85654548.0,85677893.0,chr11_7975,grey,220047,MiniFinalDemo_LTL1,AlzheimersDisease,,,,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
28,RARA,PICALM,RTN (Mutual Info: -0.584) || GENIE3 (Rank: 137; Weight: 0.0802) || TReNA Ensemble Solver: (pearsonCoeff: -0.881; rfScore: 2.03; betaRidge: -0.097; spearmanCoeff: -0.81; xgboost: 0.409),Genie3 || RTN || TReNa,3,MiniFinalDemo_LTL1,5914,8301,5914 || 8301,chr11,85780724,85785923,promoter,85778724.0,85787923.0,chr11_5914,blue,8301,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.536),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
29,RARA,PICALM,RTN (Mutual Info: -0.584) || GENIE3 (Rank: 137; Weight: 0.0802) || TReNA Ensemble Solver: (pearsonCoeff: -0.881; rfScore: 2.03; betaRidge: -0.097; spearmanCoeff: -0.81; xgboost: 0.409),Genie3 || RTN || TReNa,3,MiniFinalDemo_LTL1,5914,8301,5914 || 8301,chr11,85708599,85709970,enhancer,85698599.0,85719970.0,chr11_5914,blue,8301,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.536),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
30,RARA,PICALM,RTN (Mutual Info: -0.584) || GENIE3 (Rank: 137; Weight: 0.0802) || TReNA Ensemble Solver: (pearsonCoeff: -0.881; rfScore: 2.03; betaRidge: -0.097; spearmanCoeff: -0.81; xgboost: 0.409),Genie3 || RTN || TReNa,3,MiniFinalDemo_LTL1,5914,8301,5914 || 8301,chr11,85749422,85756516,enhancer,85739422.0,85766516.0,chr11_5914,blue,8301,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.536),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
